WORD 	P+ 	P-
fully		0.00178412132025 	0.000421585160202
colour		0.00178412132025 	0.00210792580101
no		0.00133809099019 	0.00505902192243
spent		0.000892060660125 	0.000421585160202
options		0.000892060660125 	0.000421585160202
person		0.000892060660125 	0.000843170320405
sheer		0.000446030330062 	0.000843170320405
without		0.000892060660125 	0.000421585160202
bottle		0.000446030330062 	0.000843170320405
convenient		0.000892060660125 	0.000421585160202
model		0.000892060660125 	0.00126475548061
thats		0.000892060660125 	0.000421585160202
left		0.000446030330062 	0.000843170320405
cenizas		0.000892060660125 	0.000421585160202
abilities		0.000446030330062 	0.000843170320405
less		0.000892060660125 	0.000421585160202
photo		0.000892060660125 	0.000421585160202
laptop		0.000446030330062 	0.000843170320405
adjustments		0.000892060660125 	0.000421585160202
front		0.000892060660125 	0.000421585160202
shape		0.000446030330062 	0.000843170320405
plagued		0.000446030330062 	0.000843170320405
advertised		0.000892060660125 	0.000843170320405
touch		0.000446030330062 	0.000843170320405
speed		0.000446030330062 	0.00126475548061
yet		0.00133809099019 	0.000421585160202
down		0.00133809099019 	0.00252951096121
buyers		0.000892060660125 	0.000421585160202
cut		0.000892060660125 	0.00210792580101
lehenga		0.000446030330062 	0.000843170320405
sheldon		0.00133809099019 	0.000421585160202
spellbinding		0.000892060660125 	0.000421585160202
hated		0.000446030330062 	0.000843170320405
seems		0.000446030330062 	0.00126475548061
fitting		0.00133809099019 	0.00337268128162
simple		0.00133809099019 	0.000421585160202
add		0.000892060660125 	0.000421585160202
book		0.00669045495094 	0.00337268128162
bank		0.000892060660125 	0.000421585160202
easy		0.00312221231044 	0.00126475548061
continuation		0.000892060660125 	0.000421585160202
wildcraft		0.000446030330062 	0.000843170320405
gave		0.000892060660125 	0.000843170320405
real		0.000892060660125 	0.000421585160202
wont		0.00133809099019 	0.000421585160202
around		0.000446030330062 	0.00126475548061
layering		0.000892060660125 	0.000421585160202
read		0.00446030330062 	0.00126475548061
big		0.000446030330062 	0.00210792580101
couple		0.000892060660125 	0.000421585160202
unlimited		0.000446030330062 	0.000843170320405
dark		0.000446030330062 	0.00126475548061
game		0.000446030330062 	0.000843170320405
five		0.000892060660125 	0.000421585160202
bit		0.00133809099019 	0.000843170320405
glitches		0.000446030330062 	0.00126475548061
disappointed		0.000446030330062 	0.00463743676223
apart		0.000446030330062 	0.000843170320405
shoulder		0.00133809099019 	0.000421585160202
dignity		0.000892060660125 	0.000421585160202
like		0.00446030330062 	0.00421585160202
lost		0.000446030330062 	0.000843170320405
photographs		0.000446030330062 	0.000843170320405
qualitative		0.000892060660125 	0.000421585160202
serves		0.000892060660125 	0.000421585160202
oddly		0.000446030330062 	0.000843170320405
pleats		0.000892060660125 	0.000421585160202
overrated		0.000446030330062 	0.00126475548061
clutch		0.000892060660125 	0.000421585160202
stylish		0.00267618198037 	0.000421585160202
works		0.00223015165031 	0.000843170320405
soft		0.00312221231044 	0.000421585160202
page		0.00133809099019 	0.000421585160202
replacement		0.000446030330062 	0.000843170320405
satisfactory		0.000892060660125 	0.000843170320405
right		0.00178412132025 	0.000421585160202
old		0.000446030330062 	0.000843170320405
shabby		0.000892060660125 	0.000421585160202
deal		0.00133809099019 	0.000421585160202
exposed		0.000446030330062 	0.000843170320405
absolutely		0.000892060660125 	0.000843170320405
lookwise		0.000446030330062 	0.000843170320405
somehow		0.000446030330062 	0.000843170320405
library		0.000892060660125 	0.000421585160202
towards		0.000446030330062 	0.000843170320405
glove		0.000892060660125 	0.000421585160202
specified		0.000892060660125 	0.000421585160202
proper		0.000892060660125 	0.000843170320405
theyre		0.00133809099019 	0.000421585160202
bizarre		0.000446030330062 	0.000843170320405
delivered		0.00178412132025 	0.00168634064081
friend		0.000892060660125 	0.000421585160202
bottom		0.000446030330062 	0.000843170320405
avoid		0.000446030330062 	0.000843170320405
perfetly		0.000892060660125 	0.000421585160202
per		0.000892060660125 	0.00126475548061
seller		0.000892060660125 	0.000421585160202
wrong		0.000446030330062 	0.000843170320405
everything		0.00223015165031 	0.000843170320405
epic		0.00133809099019 	0.000421585160202
adorable		0.000892060660125 	0.000421585160202
blurry		0.000446030330062 	0.000843170320405
coller		0.000892060660125 	0.000421585160202
neatly		0.000446030330062 	0.000843170320405
run		0.000446030330062 	0.00126475548061
power		0.000892060660125 	0.000421585160202
night		0.000892060660125 	0.000421585160202
iconic		0.000892060660125 	0.000421585160202
stellar		0.000892060660125 	0.000421585160202
restrictive		0.000446030330062 	0.000843170320405
although		0.000892060660125 	0.000421585160202
keeper		0.000892060660125 	0.000421585160202
super		0.00312221231044 	0.000421585160202
throw		0.000446030330062 	0.000843170320405
hogwash		0.000446030330062 	0.000843170320405
plastic		0.000446030330062 	0.000843170320405
goods		0.000446030330062 	0.000843170320405
actual		0.000446030330062 	0.00126475548061
wore		0.000892060660125 	0.000421585160202
compared		0.000446030330062 	0.00126475548061
chance		0.000892060660125 	0.000421585160202
shipping		0.000446030330062 	0.000843170320405
misleading		0.000446030330062 	0.00126475548061
plus		0.000892060660125 	0.000421585160202
stand		0.000892060660125 	0.000421585160202
pockets		0.000892060660125 	0.000421585160202
wonders		0.000446030330062 	0.000843170320405
backup		0.000446030330062 	0.000843170320405
bleeds		0.000446030330062 	0.000843170320405
printed		0.000892060660125 	0.000843170320405
heavy		0.000446030330062 	0.00126475548061
raised		0.000446030330062 	0.000843170320405
own		0.000892060660125 	0.000421585160202
garbage		0.000446030330062 	0.00210792580101
stitched		0.000892060660125 	0.000843170320405
slippery		0.000446030330062 	0.000843170320405
image		0.000446030330062 	0.000843170320405
within		0.000892060660125 	0.000421585160202
child		0.000892060660125 	0.000421585160202
nonsense		0.000446030330062 	0.00126475548061
stop		0.000892060660125 	0.000843170320405
pair		0.000892060660125 	0.000421585160202
doesnt		0.000892060660125 	0.000843170320405
parties		0.000892060660125 	0.000421585160202
couldnt		0.000446030330062 	0.000843170320405
pointless		0.000446030330062 	0.000843170320405
smells		0.000446030330062 	0.000843170320405
racquet		0.000892060660125 	0.000421585160202
dermatologist		0.000446030330062 	0.000843170320405
samsungs		0.000892060660125 	0.000421585160202
fabric		0.00535236396075 	0.00168634064081
transfer		0.000446030330062 	0.000843170320405
people		0.000892060660125 	0.000843170320405
apps		0.000446030330062 	0.000843170320405
gift		0.00133809099019 	0.000421585160202
fast		0.00267618198037 	0.000421585160202
why		0.000446030330062 	0.000843170320405
prettier		0.000892060660125 	0.000421585160202
lot		0.000892060660125 	0.000843170320405
recommendable		0.000892060660125 	0.000421585160202
deteriorating		0.000446030330062 	0.000843170320405
damn		0.000892060660125 	0.000843170320405
wat		0.00133809099019 	0.000421585160202
cloth		0.00133809099019 	0.00252951096121
happy		0.00267618198037 	0.00210792580101
buy		0.00312221231044 	0.0101180438449
battery		0.000446030330062 	0.00126475548061
complete		0.000446030330062 	0.00126475548061
form		0.000446030330062 	0.000843170320405
enough		0.00133809099019 	0.000843170320405
constantly		0.000446030330062 	0.000843170320405
relaxed		0.000892060660125 	0.000421585160202
buggy		0.000446030330062 	0.000843170320405
hv		0.000892060660125 	0.000421585160202
requested		0.000446030330062 	0.000843170320405
glamour		0.000892060660125 	0.000421585160202
jus		0.000892060660125 	0.000421585160202
hopes		0.000446030330062 	0.00126475548061
shrugs		0.000446030330062 	0.000843170320405
bugs		0.000446030330062 	0.000843170320405
true		0.00178412132025 	0.000421585160202
dull		0.000446030330062 	0.00252951096121
matronly		0.000446030330062 	0.000843170320405
lovely		0.00223015165031 	0.000421585160202
wise		0.000446030330062 	0.000843170320405
tab		0.000446030330062 	0.000843170320405
smooth		0.00133809099019 	0.000421585160202
devices		0.000446030330062 	0.000843170320405
ur		0.000446030330062 	0.000843170320405
below		0.000446030330062 	0.00126475548061
stories		0.000892060660125 	0.000421585160202
problem		0.000892060660125 	0.00210792580101
loving		0.000892060660125 	0.000421585160202
rickety		0.000446030330062 	0.000843170320405
display		0.000446030330062 	0.00126475548061
ordered		0.00178412132025 	0.00210792580101
worthwhile		0.000446030330062 	0.000843170320405
classic		0.000892060660125 	0.000421585160202
upset		0.000446030330062 	0.000843170320405
pic		0.00133809099019 	0.00126475548061
unsafe		0.000446030330062 	0.000843170320405
fuctional		0.000892060660125 	0.000421585160202
improper		0.000446030330062 	0.00126475548061
trendy		0.000892060660125 	0.000421585160202
sometime		0.000446030330062 	0.000843170320405
disgusted		0.000446030330062 	0.000843170320405
selfhelp		0.000446030330062 	0.000843170320405
crystals		0.000892060660125 	0.000421585160202
mediocre		0.000446030330062 	0.000843170320405
face		0.000892060660125 	0.000421585160202
shit		0.000446030330062 	0.000843170320405
cotton		0.000446030330062 	0.000843170320405
incorrect		0.000446030330062 	0.000843170320405
again		0.00133809099019 	0.000421585160202
repelling		0.000446030330062 	0.000843170320405
incredible		0.000892060660125 	0.000421585160202
dressed		0.000892060660125 	0.000421585160202
thanks		0.00267618198037 	0.000421585160202
occasional		0.000446030330062 	0.000843170320405
tight		0.00133809099019 	0.00126475548061
build		0.000446030330062 	0.000843170320405
definitely		0.000446030330062 	0.00126475548061
normal		0.000446030330062 	0.000843170320405
nt		0.000446030330062 	0.000843170320405
nice		0.0205173951829 	0.00126475548061
poor		0.000446030330062 	0.00463743676223
picture		0.00133809099019 	0.00210792580101
junk		0.000446030330062 	0.00126475548061
star		0.000892060660125 	0.000843170320405
hey		0.000892060660125 	0.000421585160202
provided		0.000446030330062 	0.000843170320405
favourite		0.000892060660125 	0.000421585160202
printing		0.000446030330062 	0.00126475548061
problems		0.000446030330062 	0.000843170320405
anywhere		0.000892060660125 	0.000421585160202
dented		0.000446030330062 	0.000843170320405
helpful		0.000892060660125 	0.000421585160202
alright		0.000892060660125 	0.000421585160202
drag		0.000446030330062 	0.000843170320405
important		0.000892060660125 	0.000421585160202
smelling		0.000446030330062 	0.000843170320405
priced		0.000892060660125 	0.000421585160202
sides		0.000446030330062 	0.000843170320405
line		0.00178412132025 	0.000843170320405
opened		0.000892060660125 	0.000421585160202
remote		0.000446030330062 	0.000843170320405
samsung		0.00133809099019 	0.00126475548061
age		0.000446030330062 	0.000843170320405
daily		0.000446030330062 	0.000843170320405
jacket		0.00133809099019 	0.000421585160202
petites		0.000446030330062 	0.000843170320405
far		0.00133809099019 	0.000421585160202
original		0.000892060660125 	0.00126475548061
